MANUTENÇÕES CORRETIVAS REALIZADAS INTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11
202003726;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;27/10/2020 14:37;27/10/2020 17:30;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202003732;CONTADOR DE LEUCÓCITOS;LEUCOTRON T-P;LEUCOTRON;HCPE-2861;;2986/34;LAB. HEMATOLOGIA;29/10/2020 13:00;20/11/2020 16:58;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202003733;BANHO MARIA;;-;HCPE-2202;416.061;;LAB. SOROLOGA;29/10/2020 13:00;29/10/2020 14:30;TESTE DE FUNCIONAMENTO;0,00
202003735;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0733;406.087;141714;HEMODIÁLISE;29/10/2020 16:29;29/10/2020 17:02;SUBSTITUIÇÃO DE PEÇA;0,00
202003736;PROCESSADORA DE IMAGEM DE MICROCÂMERA;222010 20;KARL STORZ;HCPE-1917;407.918;XV723362-P;BLOCO CIRÚRGICO;29/10/2020 09:15;29/10/2020 10:00;TESTE DE FUNCIONAMENTO;0,00
202004029;OFTALMOSCÓPIO;;GENÉRICO;HCPE-1892;;;UTI NEONATAL;03/11/2020 15:54;03/11/2020 15:56;TESTE DE FUNCIONAMENTO;0,00
202004030;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;03/11/2020 15:56;06/11/2020 09:06;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004031;FOTOTERAPIA A LED;SKY 5006- PEDESTAL;FANEM;HCPE-1319;759.843;JAO061451;UTI NEONATAL;03/11/2020 16:00;03/11/2020 16:30;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004034;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0677;;64353M/00;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:39;04/11/2020 09:10;VERIFICAÇÃO;0,00
202004035;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0444;;43977M/00;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:39;04/11/2020 09:15;ANÁLISE DE REQUISIÇÃO;0,00
202004036;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0859;;43993M/00;6° SUL;04/11/2020 08:38;04/11/2020 09:45;VERIFICAÇÃO;0,00
202004039;FOTOTERAPIA A LED;SKY 5006- PEDESTAL;FANEM;HCPE-1692;759.839;JAO061453;UTI NEONATAL;26/10/2020 08:00;26/10/2020 10:10;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004040;ESTETOSCÓPIO;;GENÉRICO;HCPE-1972;;;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:40;09/11/2020 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202004041;ESTETOSCÓPIO;;GENÉRICO;HCPE-1972;;;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:40;09/11/2020 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202004042;ESTETOSCÓPIO;;GENÉRICO;HCPE-1972;;;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:40;04/11/2020 09:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202004043;CABO DE ECG PARA MONITOR;5 VIAS - DX2010/2020/2022/2023;DIXTAL;HCPE-1812;;;CENTRAL DE EQUIPAMENTOS;04/11/2020 08:35;09/11/2020 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202004047;SENSOR DE OXIMETRIA ADULTO;;OMNIMED;HCPE-1621;;;ENDOSCOPIA;04/11/2020 11:20;04/11/2020 11:25;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004048;SENSOR DE OXIMETRIA ADULTO;;OMNIMED;HCPE-1621;;;ENDOSCOPIA;04/11/2020 11:20;04/11/2020 11:30;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004049;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;04/11/2020 10:56;05/11/2020 16:15;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004050;SENSOR DE TEMPERATURA PARA PELE;;FANEM;HCPE-2848;;;UTI NEONATAL;04/11/2020 10:57;09/11/2020 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202004051;BALANÇA NEO/PEDIÁTRICA;BP BABY (ELETRÔNICA);FILIZOLA;HCPE-1188;413.638;8924/02;AMB. PEDIATRIA;04/11/2020 15:03;04/11/2020 15:24;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004054;ESTABILIZADOR;PROGERSSIVE III;SMS;HCPE-2864;412.307;162150016150;BRONCOSCOPIA;05/11/2020 08:00;05/11/2020 09:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202004057;MONITOR MULTIPARAMÉTRICO;DX-2010;DIXTAL;HCPE-0128;414.922;03W05420;BRONCOSCOPIA;05/11/2020 13:00;06/11/2020 09:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202004058;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-1305;410.995;2851;ENDOSCOPIA;05/11/2020 13:00;06/11/2020 08:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202004059;LÂMPADA DE FENDA;;ZEISS;HCPE-2783;406.304;832125;AMB. OFTALMOLOGIA;05/11/2020 08:49;05/11/2020 09:10;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004062;REFRIGERADOR PARA SANGUE;BSG 05 DGR;INDREL;HCPE-1025;413.072;;HEMOTERAPIA;06/11/2020 07:38;11/11/2020 09:00;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004063;BALANÇA DE PLATAFORMA;LD1050;LÍDER;HCPE-0197;758.423;42216;10° SUL;06/11/2020 07:41;06/11/2020 16:50;TESTE DE FUNCIONAMENTO;0,00
202004064;TERMÔMETRO INFRAVERMELHO;YRK 002A;CHONGQING;HCPE-2862;;;CENTRAL DE EQUIPAMENTOS;05/11/2020 11:00;05/11/2020 11:20;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
202004065;TERMÔMETRO INFRAVERMELHO;YRK 002A;CHONGQING;HCPE-2862;;;CENTRAL DE EQUIPAMENTOS;05/11/2020 11:15;05/11/2020 15:30;REPARO / AJUSTE;0,00
202004066;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;EA100;INCOTERM;HCPE-1789;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:31;06/11/2020 12:10;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004067;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;EA100;INCOTERM;HCPE-1789;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:31;06/11/2020 11:40;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004068;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:32;06/11/2020 11:00;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004069;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:00;10/11/2020 16:16;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004070;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:00;10/11/2020 16:52;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004071;ESFIGMOMANÔMETRO ANERÓIDE MANUAL;;PREMIUM;HCPE-1805;;;CENTRAL DE EQUIPAMENTOS;06/11/2020 09:03;10/11/2020 17:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004072;FOCO CIRÚRGICO MÓVEL;FL-2000;MEDPEJ;HCPE-1612;759.856;163857;CENTRO OBSTÉTRICO;06/11/2020 13:00;06/11/2020 14:54;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004073;FOCO CIRÚRGICO FIXO;BLUELINE 30/80;MAQUET;HCPE-2159;407.234;01001435;CENTRO OBSTÉTRICO;06/11/2020 13:00;16/11/2020 11:02;ATUALIZAÇÃO DE O.S.;0,00
202004074;MONITOR MULTIPARAMÉTRICO;VITA 400E;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1548;760.755;V4E0000636;BLOCO CIRÚRGICO;06/11/2020 15:43;09/11/2020 08:00;LIMPEZA/DESINFECÇÃO;0,00
202004075;VENTILADOR PULMONAR;IX5;INTERMED;HCPE-2261;761.388;IX5-2019-01-06913;UTI NEONATAL;09/11/2020 10:10;10/11/2020 14:00;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004080;CARDIOVERSOR;HEARTSTART XL;PHILIPS;HCPE-0193;758.936;US00466660;UTI GERAL / URCC;09/11/2020 11:20;13/11/2020 14:01;REUNIÃO - REALIZAÇÃO/PARTICIPAÇÃO;0,00
202004081;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-2494;765.038;20120070599;11° NORTE;09/11/2020 13:00;10/11/2020 12:00;REPARO / AJUSTE;0,00
202004082;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;UTI GERAL / URCC;09/11/2020 13:58;09/11/2020 14:12;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004083;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;UTI GERAL / URCC;09/11/2020 13:58;09/11/2020 14:12;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004085;CABO MONOPOLAR PARA BISTURI;;GENÉRICO;HCPE-2058;;;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);09/11/2020 13:30;09/11/2020 14:38;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004086;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;BLOCO CIRÚRGICO;10/11/2020 09:28;10/11/2020 15:59;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004087;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1470;414.865;5736;RAIO-X (UDI);10/11/2020 09:38;10/11/2020 12:12;REPARO / AJUSTE;0,00
202004088;RAIO X MÓVEL;TITANIUM 300;PHILIPS;HCPE-0463;410.851;PAEKRC04001;11° SUL;10/11/2020 09:33;10/11/2020 15:30;REPARO DE ACESSÓRIO;0,00
202004090;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;10/11/2020 11:13;11/11/2020 10:46;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004091;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;10/11/2020 11:14;11/11/2020 09:05;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004092;FONTE DE LUZ PARA ENDOSCOPIA;XL 4400;FUJINON;HCPE-1498;413.408;1S095A767;ENDOSCOPIA;10/11/2020 11:20;10/11/2020 12:10;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202004095;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0380;;45235M/00;8° NORTE;10/11/2020 09:27;10/11/2020 09:38;REPARO / AJUSTE;0,00
202004096;RETINÓGRAFO;CX-1;CANON;HCPE-2472;414.164;200304;OFTALMOLOGIA;10/11/2020 13:22;22/12/2020 15:20;ATUALIZAÇÃO/INSTALAÇÃO/CONFIGURAÇÃO DE SOFTWARE;0,00
202004098;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0774;406.037;141732;PSIQUIATRIA(7°N);09/11/2020 08:00;09/11/2020 09:00;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004099;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1237;406.042;141683;CENTRO OBSTÉTRICO;09/11/2020 09:40;09/11/2020 10:00;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004100;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0918;406.072;141679;RESSONÂNCIA (UDI);09/11/2020 11:20;09/11/2020 11:40;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004101;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0919;406.016;141719;RESSONÂNCIA (UDI);09/11/2020 14:00;09/11/2020 14:20;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004102;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0357;406.076;141678;10° NORTE;09/11/2020 15:40;09/11/2020 16:00;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004103;ELETROCARDIÓGRAFO;EP12;DIXTAL;HCPE-0088;414.216;122900643;NEFROLOGIA;11/11/2020 09:58;11/11/2020 15:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;0,00
202004104;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2409;406.071;141609;CENTRAL DE EQUIPAMENTOS;11/11/2020 07:20;11/11/2020 07:40;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004105;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2474;406.061;141726;CENTRAL DE EQUIPAMENTOS;11/11/2020 09:00;11/11/2020 09:20;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004106;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0770;406.068;141680;PSIQUIATRIA(7°N);11/11/2020 10:40;11/11/2020 11:00;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004108;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;11/11/2020 13:55;12/11/2020 15:50;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004109;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;11/11/2020 13:56;13/11/2020 10:44;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004110;BILIRRUBINÔMETRO;JM-105;DRAGER;HCPE-2331;761.431;B3601451;UTI NEONATAL;11/11/2020 13:56;11/11/2020 14:02;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004111;BERÇO AQUECIDO;AQ 50;FANEM;HCPE-0625;407.121;DX7169;UTI NEONATAL;11/11/2020 13:00;11/11/2020 14:45;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004121;MONITOR MULTIPARAMÉTRICO;DX-2010;DIXTAL;HCPE-0119;757.889;030W05406;BRONCOSCOPIA;13/11/2020 08:04;13/11/2020 09:59;TESTE DE FUNCIONAMENTO;0,00
202004124;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0082;;64243M/00;SALA DE ESTABILIZAÇÃO;13/11/2020 08:46;13/11/2020 10:10;TESTE DE FUNCIONAMENTO;0,00
202004125;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;13/11/2020 10:40;13/11/2020 10:43;TESTE DE FUNCIONAMENTO;0,00
202004126;PLACA DE BISTURI;GENÉRICO;-;HCPE-2530;;;COLPOSCOPIA;13/11/2020 11:05;13/11/2020 11:25;REPARO DE ACESSÓRIO;0,00
202004128;MONITOR MULTIPARAMÉTRICO;VITA 400A;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-0072;756.169;V4A0000006;CIRURGIA AMBULATORIAL;13/11/2020 14:00;13/11/2020 17:25;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004130;ELETROCARDIÓGRAFO;EP12;DIXTAL;HCPE-1829;757.424;122900957;11° SUL;13/11/2020 10:00;13/11/2020 10:40;REPARO / AJUSTE;0,00
202004136;SENSOR DE OXIMETRIA ADULTO;;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1715;;;UTI GERAL / URCC;16/11/2020 08:29;17/11/2020 15:43;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004137;SENSOR DE OXIMETRIA PEDIÁTRICO;SOFT - 06 PINOS - DX2010/2020/2022/2023;DIXTAL;HCPE-1629;;;CENTRAL DE EQUIPAMENTOS;16/11/2020 09:19;19/11/2020 08:02;EMISSÃO DE PARECER DE INATIVAÇÃO;0,00
202004138;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;16/11/2020 09:51;16/11/2020 15:07;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004141;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0179;;44969M/00;CENTRAL DE EQUIPAMENTOS;16/11/2020 08:40;16/11/2020 09:00;TESTE DE FUNCIONAMENTO;0,00
202004144;BRAÇADEIRA PARA MONITOR;1 VIA;GENÉRICO;HCPE-0542;;;GENÉRICO;13/11/2020 13:00;13/11/2020 17:07;REPARO DE ACESSÓRIO;0,00
202004145;BRAÇADEIRA PARA MONITOR;1 VIA;GENÉRICO;HCPE-0542;;;CENTRAL DE EQUIPAMENTOS;13/11/2020 13:00;13/11/2020 13:07;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004147;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;CENTRO OBSTÉTRICO;16/11/2020 10:39;16/11/2020 16:51;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004150;ELETROESTIMULADOR;NEURODYN III;IBRAMED;HCPE-2868;762.397;;CENTRAL DE EQUIPAMENTOS;17/11/2020 08:43;20/11/2020 10:00;REPARO DE ACESSÓRIO;0,00
202004154;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;17/11/2020 10:12;17/11/2020 15:06;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004155;BRAÇADEIRA PARA ESFIGMOMANÔMETRO;;;HCPE-1607;;;CENTRAL DE EQUIPAMENTOS;17/11/2020 07:18;17/11/2020 14:35;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202004156;RAIO X TELECOMANDADO;AXIOM ICONOS MD;SIEMENS;HCPE-0319;414.843;19233;DIAGIMAGEM;17/11/2020 13:00;17/11/2020 15:10;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
202004157;BRAÇADEIRA PARA MONITOR;ADULTO 2 VIAS;GENÉRICO;HCPE-1956;;;CENTRAL DE EQUIPAMENTOS;17/11/2020 13:50;17/11/2020 15:00;AJUSTE/ REPARO - ESTRUTURA FÍSICA;0,00
202004161;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1152;406.070;141729;PET SCAN;17/11/2020 14:00;17/11/2020 14:20;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004162;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-1226;409.095;20120034441;CENTRO OBSTÉTRICO;18/11/2020 08:19;18/11/2020 09:20;SUBSTITUIÇÃO DE PEÇA;57,86
202004163;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0365;756.740;20120069352;9° SUL;18/11/2020 08:23;18/11/2020 11:10;REPARO / AJUSTE;57,86
202004164;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0146;758.383;20120073415;10° NORTE;18/11/2020 08:25;18/11/2020 09:37;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
202004165;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0502;757.913;20120069236;9° SUL;18/11/2020 11:00;18/11/2020 12:00;SUBSTITUIÇÃO DE PEÇA;0,00
202004166;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0503;757.912;20120069277;9° SUL;18/11/2020 08:29;18/11/2020 14:35;REPARO / AJUSTE;57,86
202004167;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0322;757.907;20120054810;9° SUL;18/11/2020 08:35;18/11/2020 10:45;SUBSTITUIÇÃO DE PEÇA;57,86
202004168;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0367;756.638;20120043227;9° SUL;18/11/2020 08:35;18/11/2020 11:00;SUBSTITUIÇÃO DE PEÇA;0,00
202004169;MONITOR MULTIPARAMÉTRICO;DASH 4000 (ECG/SPO2/TEMP/PI/CO2);GE;HCPE-1375;760.802;SD010481184GA;CENTRO OBSTÉTRICO;18/11/2020 08:53;19/11/2020 09:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202004170;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0518;758.006;20120035483;9° SUL;18/11/2020 08:31;18/11/2020 09:12;REPARO / AJUSTE;0,00
202004171;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0318;757.599;20120068052;9° SUL;18/11/2020 13:00;18/11/2020 15:25;SUBSTITUIÇÃO DE PEÇA;57,86
202004173;SENSOR DE OXIMETRIA PEDIÁTRICO;GENÉRICO;ALFAMED SISTEMAS MÉDICOS LTDA;HCPE-1084;;;UTI NEONATAL;18/11/2020 15:13;19/11/2020 11:36;AJUSTE/ REPARO - CABO / CABO DE FORÇA;0,00
202004182;MICROSCÓPIO BINOCULAR;BX41;OLYMPUS;HCPE-2385;761.872;1K08442;LAB. BACTERIOLOGIA;19/11/2020 07:36;19/11/2020 09:30;SUBSTITUIÇÃO DE LÂMPADA;24,00
202004183;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);18/11/2020 13:00;18/11/2020 14:00;ANÁLISE - REALIZAÇÃO;0,00
202004184;ELETROCARDIÓGRAFO;EP12;DIXTAL;HCPE-0756;757.853;1229010644;CENTRAL DE EQUIPAMENTOS;19/11/2020 09:08;19/11/2020 10:08;AJUSTE/ REPARO - PLACA ELETRÔNICA;0,00
202004187;OXÍMETRO PORTÁTIL DE DEDO;DX-2405;DIXTAL;HCPE-0964;410.169;030604003;CENTRAL DE EQUIPAMENTOS;19/11/2020 10:46;19/11/2020 11:46;SUBSTITUIÇÃO DE PILHA / BATERIA;84,00
202004188;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-0018;406.077;141507;AMB. CARDIOLOGIA;18/11/2020 10:40;18/11/2020 11:00;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004191;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-1151;406.064;141739;PET SCAN;18/11/2020 07:20;18/11/2020 07:40;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004192;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;MISSOURI;HCPE-2168;405.807;141676;AMB. CARDIOLOGIA;18/11/2020 09:00;18/11/2020 09:20;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004195;CENTRÍFUGA DE TUBOS;CENTURION;LABOR LINE;HCPE-0995;416.114;LL1408;LAB. TRIAGEM;19/11/2020 13:58;25/02/2021 09:38;REPARO / AJUSTE;475,00
202004196;MICROSCÓPIO BINOCULAR;BX41TF;OLYMPUS;HCPE-0989;416.167;1K08605;LAB. URIANÁLISE;19/11/2020 13:58;19/11/2020 16:13;LIMPEZA/DESINFECÇÃO;0,00
202004197;CENTRÍFUGA DE TUBOS;EXCELSA II 206 BL;FANEM;HCPE-0994;416.170;79958;LAB. URIANÁLISE;19/11/2020 13:59;19/11/2020 14:30;ANÁLISE - NENHUM DEFEITO DETECTADO;0,00
202004198;CAMA HOSPITALAR ELÉTRICA;ELEGANZA SMART;LINET;HCPE-0515;757.918;20120073324;10° SUL;19/11/2020 14:01;20/11/2020 10:30;REPARO / AJUSTE;57,86
202004201;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0423;;43999M/00;CENTRAL DE EQUIPAMENTOS;19/11/2020 14:58;19/11/2020 15:02;TESTE DE FUNCIONAMENTO;0,00
202004202;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0428;;64218M/00;CENTRAL DE EQUIPAMENTOS;19/11/2020 14:57;19/11/2020 15:10;TESTE DE FUNCIONAMENTO;0,00
202004206;ESFIGMOMANÔMETRO ANERÓIDE DE PEDESTAL;ANEROIDE DE PEDESTAL;BIC;HCPE-1065;412.748;987839;LAB. HEMATOLOGIA;18/11/2020 13:20;18/11/2020 13:40;SUBSTITUIÇÃO DE ACESSÓRIO;0,00
202004208;BANHO MARIA;1100;FANEM;HCPE-1023;413.068;;HEMOTERAPIA;20/11/2020 09:40;20/11/2020 10:20;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004209;CADEIRA OTORRINO-OFTALMOLÓGICA;EXPRESSION;GIGANTE;HCPE-2439;759.895;;AMB. DERMATOLOGIA;20/11/2020 10:14;20/11/2020 15:46;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;0,00
202004215;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-1655;;4SXAU379;HEMODIÁLISE;23/11/2020 07:31;23/11/2020 15:15;REPARO / AJUSTE;0,00
