NEC;U.S.;Sigla Órgão;Nome Órgão;Localização;Identificador;N.º Série;Tipo Equipamento;Classe;Marca;Modelo;Fornecedor;Valor (R$);Aquisição;Núm. Doc. da Aquisição;Nota Fiscal;Garantia;Data Desativação;Desativado;Parecer Desativação;Permitir O.S.;Baixado;Contrato;Equipamento Crítico;Equipamento Próprio;Descrição Complementar;N.º Quebras;N.º Serviço Externo;N.º Peças Utilizadas;Custo Serviço Externo (R$);Custo Peça (R$);Vida Útil;Indisponibilidade (dias);Última MP
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;OFTALMOLOGIA;HCPE-1092,756.096;72/2008;COLUNA OFTALMOLOGICA;EQUIPAMENTO;XENONIO;TS II;MINISTÉRIO DA EDUCAÇÃO;3800.0;2010-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;OFTALMOLOGIA;HCPE-2270,758.853;8902259;COLUNA OFTALMOLOGICA;EQUIPAMENTO;APRAMED;STYLE;MINISTÉRIO DA EDUCAÇÃO;1.0;2014-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;AMBULATÓRIO DE OFTALMOLOGIA;HCPE-1102,756.837;27/2013;COLUNA OFTALMOLOGICA;EQUIPAMENTO;XENONIO;TS III;GENERICO;0.0;2018-02-26 00:00:00;;0;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;OFTALMOLOGIA;754.224;8402601;COLUNA OFTALMOLOGICA;EQUIPAMENTO;APRAMED;STYLE;MINISTÉRIO DA EDUCAÇÃO;2000.0;2018-03-01 00:00:00;;NÃO DISPONÍVEL;2019-03-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;OFTALMOLOGIA;HCPE-1343,765.581;8729;COLUNA OFTALMOLOGICA;EQUIPAMENTO;JV START;START II;MINISTÉRIO DA EDUCAÇÃO;1500.0;2010-01-23 00:00:00;;NÃO DISPONÍVEL;2011-01-23 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;OFTALMOLOGIA;HCPE-2826,758.829;8894010;COLUNA OFTALMOLOGICA;EQUIPAMENTO;APRAMED;STYLE;MINISTÉRIO DA EDUCAÇÃO;2000.0;2013-03-01 00:00:00;;NÃO DISPONÍVEL;2014-03-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCP;UNIDADE DA CABEÇA E PESCOÇO;OFTALMOLOGIA;HCPE-2827,758.837;8894016;COLUNA OFTALMOLOGICA;EQUIPAMENTO;APRAMED;STYLE;MINISTÉRIO DA EDUCAÇÃO;2000.0;2013-01-01 00:00:00;;NÃO DISPONÍVEL;2014-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;LABORATÓRIO DE BACTERIOLOGIA;HCPE-3412;078436;CONJUNTO MANOMETRO LIQUIDO CEREBRO-ESPINHAL;EQUIPAMENTO;AUTOM;ATM PRESS-1003;AUTOMX SOLUÇÕES EIRELLI-ME;3630.0;2023-02-16 00:00:00;62/2022;2575;2024-02-16 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;BOLSA DE TRANSPORTE;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;DIP;HCPE-3509;078914;CONJUNTO MANOMETRO LIQUIDO CEREBRO-ESPINHAL;EQUIPAMENTO;AUTOM;ATM PRESS-1003;AUTOMX SOLUÇÕES EIRELLI-ME;3630.0;2023-05-22 00:00:00;  22/2023;2652;2024-05-22 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;BOLSA DE TRANSPORTE;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;HCPE-3818;2400301009;CONSOLE-PAINEL COMANDO;EQUIPAMENTO;STRYKER;CORE CONSOLE;STRYKER DO BRASIL LTDA;321967.23;1899-12-30 00:00:00;25/25;203937;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"PONTEIRAS ANGULADAS LONGAS 

PONTEIRAS RETAS LONGAS

PONTEIRAS RETAS CURTAS

PONTEIRAS ANGULADAS CURTAS

PROTETOR DE DURA MÁTER

PEDAL

CAIXAS DE ESTERILIZAÇÃO FRENESTRADA

ESCOVAS PARA LIMPEZA

BROCA GRANDE P/ TRÉPANO

BROCAS REDONDAS 2MM

BROCAS REDONDAS 4MM

BROCAS REDONDAS 6MM

BROCAS REDONDAS DIAMANTADAS 4MM

BROCAS REDONDAS DIAMANTADAS 6MM

BROCAS REDONDAS ESFERICAS DIAMANTADAS 5MM

BROCAS REDONDAS ESFERICAS DIAMANTADAS 4MM

BROCAS REDONDAS ESFERICAS DIAMANTADAS 3MM

BROCAS REDONDAS ESFERICAS DIAMANTADAS 2MM

FRESAS PARA CRANIÓTOMO COM PONTA

ROCAS REDONDAS ESFÉRICAS COM AJUSTE DE COMPRIMENTO DIAMETRO DE 2MM";;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;LABORATÓRIO DE BACTERIOLOGIA;HCPE-1001;VK2C7379;CONTADOR BACTERIA;EQUIPAMENTO;BIOMERIEUX;VITEK-2;GENERICO;0.0;2018-02-26 00:00:00;;0;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-1836;264;CRANIOTOMO;EQUIPAMENTO;MACOM;DIAMOND MAX;GENERICO;0.0;2018-05-15 00:00:00;;0;2019-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;CENTRO CIRÚRGICO;HCPE-3576;RYPTH-10049;CRANIOTOMO;EQUIPAMENTO;MACOM;MA-3000;MACOM INSTRUMENTAL CIRURGICO INDUSTRIA LTDA;0.0;2024-01-01 00:00:00;1;1;2024-01-02 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;NÃO;COMODATO;;;;;;;;
HC-UFPE;HC;UPME;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;COM-MMCAPELLARO-01;201709677;CRANIOTOMO;EQUIPAMENTO;MICRODENT;HM-010301;M.M. CAPELLANO INDÚSTRIA E DISTRIBUIDORA DE PRODUTOS MÉDICO;5.6;1899-12-30 00:00:00;;2720;2026-01-09 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;ANATOMIA PATOLÓGICA;HCPE-0008,413.573;0795/02.2006;CRIOSTATO;EQUIPAMENTO;LEICA;CM-1100;GENERICO;0.0;2018-02-20 00:00:00;;0;2019-02-20 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UACAP;UNIDADE DE ANÁLISES CLÍNICAS E ANATOMIA PATOLÓGICA;ANATOMIA PATOLÓGICA;HCPE-0212,413.570;2525/07.2016;CRIOSTATO;EQUIPAMENTO;LEICA;CM-1860-UV;LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.;118500.0;2006-02-22 00:00:00;;1;2007-02-22 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;DENSITOMETRIA;HCPE-1462,414.824;85914;DENSITOMETRO OSSEO RAIO-X FEIXE DUPLO;EQUIPAMENTO;HOLOGIC;DISCOVERY WI;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;280000.0;2012-01-01 00:00:00;xx;XX;2013-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;DENSITOMETRIA;HCPE-3270,;305622M;DENSITOMETRO OSSEO RAIO-X FEIXE DUPLO;EQUIPAMENTO;HOLOGIC;HORIZON WI;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;253133.33;2022-02-24 00:00:00;;38968;2024-05-05 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;CPC;CENTRO DE PESQUISA CLÍNICA;CENTRO DE PESQUISA CLÍNICA;HCPE-3511,;022023CM20037;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;55000.0;2023-05-30 00:00:00;21/2023;54071;2026-05-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"ROLO DE PAPEL,CONJUNTO DE PÁS EXTERNA,CONJUNTO DE PÁS INTERNA, SENSORES DE OXIMETRIA, CABO DE ECG,PÁS EXTERNAS DESCARTÁVEIS( ELETRODO MULTIFUNÇÃO),CABO PARA PÁS EXTERNAS
";;;;;;;;
HC-UFPE;HC;CPC;CENTRO DE PESQUISA CLÍNICA;CENTRO DE PESQUISA CLÍNICA;HCPE-3512;022023CM20038;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;55000.0;2023-05-30 00:00:00; 21/2023;54071;2026-05-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"ROLO DE PAPEL,CONJUNTO DE PÁS EXTERNA,CONJUNTO DE PÁS INTERNA, SENSORES DE OXIMETRIA, CABO DE ECG,PÁS EXTERNAS DESCARTÁVEIS( ELETRODO MULTIFUNÇÃO),CABO PARA PÁS EXTERNAS

";;;;;;;;
HC-UFPE;HC;DADT;DIVISÃO DE APOIO DIAGNÓSTICO E TERAPÊUTICO;ERGOMETRIA;HCPE-1071,407.641;031Q1430;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;EMAI;DX-10-PLUS;GENERICO;15000.0;2018-02-28 00:00:00;;;2018-02-28 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2596,755.394;012020DM0169;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;DUALMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;16680.0;2020-02-19 00:00:00;05/2020;36371;2021-02-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"PÁS DE DESFIBRILAÇÃO EXTERNAS
CABO DE PÁS DE DESFIBRILAÇÃO INTERNA
PÁS DESCARTÁVEIS
PÁS INTERNAS ADULTO
PÁS INTERNAS PEDIÁTRICA
CABO DE ECG
CABO DE FORÇA
02 MÓDULOS DE BATERIA";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS;HCPE-2597,765.393;012020DM0170;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;DUALMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;16680.0;2020-02-19 00:00:00;05/2020;36371;2021-02-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"PÁS DE DESFIBRILAÇÃO EXTERNAS
CABO DE PÁS DE DESFIBRILAÇÃO INTERNA
PÁS DESCARTÁVEIS
PÁS INTERNAS ADULTO
PÁS INTERNAS PEDIÁTRICA
CABO DE ECG
CABO DE FORÇA
02 MÓDULOS DE BATERIA";;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS (CE);HCPE-1436,414.964;AF13K032587;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;ZOLL;R SERIES;MINISTÉRIO DA EDUCAÇÃO;41995.8;2015-05-15 00:00:00;2/15;1;2016-05-15 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;CENTRAL DE EQUIPAMENTOS (CE);HCPE-1828,07119/2004;40910CT253;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;HS-03;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;35000.0;2004-01-01 00:00:00;;1;2005-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-0086,414.214;40912CT255;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;HS-03;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;35000.0;2004-01-01 00:00:00;;1;2005-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-1449,414.625;34643219;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MEDTRONIC;LIFEPAK-20;MINISTÉRIO DA EDUCAÇÃO;35000.0;2007-01-01 00:00:00;;1;2008-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-2219,407.508;20704CM3929;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;35000.0;2012-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SENC;SETOR DE ENGENHARIA CLÍNICA;SETOR DE ENGENHARIA CLÍNICA;HCPE-2851,758.080;34656779;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MEDTRONIC;LIFEPAK-20;MINISTÉRIO DA EDUCAÇÃO;35000.0;2007-01-01 00:00:00;;1;2008-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SETUE;SETOR DE URGÊNCIA E EMERGÊNCIA;ENGENHARIA CLÍNICA;HCPE-0079,;912116149;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;CMOS DRAKE;LIFE-400-PLUS;MINISTÉRIO DA EDUCAÇÃO;35000.0;2013-01-01 00:00:00;;1;2014-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;SHH;SETOR DE HOTELARIA HOSPITALAR;TRANSPORTE;HCPE-1826,;34643254;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MEDTRONIC;LIFEPAK-20;MINISTÉRIO DA EDUCAÇÃO;35000.0;2007-01-01 00:00:00;;1;2008-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASCA;UNIDADE DE ATENÇÃO À SAÚDE DA CRIANÇA E DO ADOLESCENTE;6° SUL;HCPE-1634,759.836;00504;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-0693,410.733;34656789;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MEDTRONIC;LIFEPAK-20;MINISTÉRIO DA EDUCAÇÃO;35000.0;2007-01-01 00:00:00;;1;2008-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;CENTRO OBSTÉTRICO;HCPE-3681;082024CM22787;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;65970.0;2024-11-14 00:00:00;;003.866;2027-11-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;MATERNIDADE;HCPE-0085,414.376;912116153;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;CMOS DRAKE;LIFE-400-PLUS;MINISTÉRIO DA EDUCAÇÃO;35000.0;2013-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UASM;UNIDADE DE ATENÇÃO À SAÚDE DA MULHER;MATERNIDADE;HCPE-3679;082024CM22786;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;65970.0;2024-11-14 00:00:00;;003.866;2027-11-14 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCI;UNIDADE DE CONTROLE INTERNO;UTI ADULTO- 5º ANDAR;HCPE-0193,758.936;US00466660;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;PHILIPS;HEARTSTART XL;PHILIPS MEDICAL SYSTEMS LTDA;35000.0;2008-01-01 00:00:00;;1;2009-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;10 NORTE;HCPE-2220,;20705CM3930;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;35000.0;2012-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;10º SUL;HCPE-1637,759.834;00513;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;8° SUL (DIP / COVID);HCPE-1633,759.832;00567;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;8° SUL (DIP / COVID);HCPE-1636,759.835;00518;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;9º SUL;HCPE-0766,756.967;US00466658;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;PHILIPS;HEARTSTART XL;PHILIPS MEDICAL SYSTEMS LTDA;35000.0;2008-01-01 00:00:00;;1;2009-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;BRONCOSCOPIA;HCPE-1365,760.747;2124CM4379;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;35000.0;2012-01-01 00:00:00;;1;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;OFTALMOLOGIA (SALA 9);HCPE-0315;031Q1429;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;EMAI;DX-10;GENERICO;0.0;2018-02-23 00:00:00;;0;2019-02-23 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UCM;UNIDADE DE CLÍNICA MÉDICA;ONCOLOGIA;HCPE-1635,759.833;00572;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;NIHON KOHDEN;CARDIOLIFE TEC-5631;IBI LIFE MEDICAL EIRELI;17950.0;2018-02-26 00:00:00;9/18;906;2019-02-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2995,773.667;EZ-13059866;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;27716.66;2021-09-20 00:00:00;;35706;2022-09-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;BLOCO CIRÚRGICO;HCPE-2996,773.668;EZ-13059867;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;27716.66;2021-09-20 00:00:00;;35706;2022-09-19 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-2376,;052019CM12900;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;18500.0;2019-06-26 00:00:00;21/2019;32886;2020-06-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"01- CABOS DE FORÇA PADRÃO NOVO
01- PÁS DE DESFIBRILAÇÃO EXTERNA
01- ROLOS DE PAPEL TERMICO
02- PÁS ADESIVAS ADULTO
01- CABOS DE ECG 10 VIAS
01- CABOS DE PÁS ADESIVA
01- SENSORES DE OXIMETRIA CLIP ADULTO
01- BATERIAS DE LÍTIO";;;;;;;;
HC-UFPE;HC;UNIBC;UNIDADE DE BLOCOS CIRÚRGICOS;UNIDADE DE BLOCOS CIRÚRGICOS;HCPE-2377,761.674;052019CM12901;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;18500.0;2019-06-26 00:00:00;21/2019;32886;2020-06-26 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"01- CABOS DE FORÇA PADRÃO NOVO
01- PÁS DE DESFIBRILAÇÃO EXTERNA
01- ROLOS DE PAPEL TERMICO
02- PÁS ADESIVAS ADULTO
01- CABOS DE ECG 10 VIAS
01- CABOS DE PÁS ADESIVA
01- SENSORES DE OXIMETRIA CLIP ADULTO
01- BATERIAS DE LÍTIO
";;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;ENDOSCOPIA;HCPE-1496,414.796;;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MEDTRONIC;LIFEPAK-20;MINISTÉRIO DA EDUCAÇÃO;35000.0;2007-01-01 00:00:00;;1;2008-01-01 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;;;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;MEDICINA NUCLEAR;HCPE-3420;012023CM19954;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;INSTRAMED;CARDIOMAX;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;55000.0;2023-03-16 00:00:00;08/2023;53442;2024-03-16 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;SIM;SIM;"BLOCO DE PAPEL BRANCO 58MM X 15M X 40MM PARA REGISTRADOR 
CONJUNTO PA EXTERNA CM/AP (PORT) (COM COATING)
SENSOR DE SPO2 MODELO DEDO - ADULTO
CABO DE PACIENTE 5 VIAS
SENSOR DE SPO2 PEDIÁTRICO
BATERIA
CONJUNTO DE ELETRODO DESCARTÁVEL
CONJUNTO DE PÁS INTERNAS
CABO PARA MARCAPASSO";;;;;;;;
HC-UFPE;HC;UNIDI;UNIDADE DE DIAGNÓSTICO POR IMAGEM;PET SCAN;HCPE-1150,406.555;EL-74035708;DESFIBRILADOR-CARDIOVERSOR;EQUIPAMENTO;MINDRAY;BENEHEART D-3;SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA;23500.0;2017-07-20 00:00:00;37/17;15048;1899-12-30 00:00:00;;NÃO;NÃO;SIM;NÃO;NÃO;NÃO;SIM;"GEL
CABO DE FORÇA
BOBINA PAPEL
ELETRODOS
PÁS
CABO TRONCO ECG
CABO ECG 3/5 VIAS
BATERIA
CABO P/ PAS
MANUAL DO OPERADOR
GUIA RÁPIDO";;;;;;;;
