MANUTENÇÕES CORRETIVAS REALIZADAS EXTERNAMENTE DURANTE O CONTRATO SL ENGENHARIA HOSPITALAR E HOSPITAL DAS CLÍNICAS;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12
202002519;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0710;407.041;4SXAU382;HEMODIÁLISE;15/07/2020 08:32;15/07/2020 12:00;REPARO / AJUSTE;FRESENIUS MEDICAL CARE LTDA;0,00
202002520;ULTRASSOM;HD7;PHILIPS;HCPE-1140;412.140;CI50090805;ULTRASSOM (UDI);15/07/2020 08:58;23/07/2020 15:45;ATUALIZAÇÃO/INSTALAÇÃO/CONFIGURAÇÃO DE SOFTWARE;PHILIPS MEDICAL SYSTEMS;1.739,93
202002521;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);15/07/2020 09:14;15/07/2020 14:23;AJUSTE/ REPARO - ESTRUTURA FÍSICA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002524;BOMBA DE INFUSÃO DE SERINGA;ST7000 TCI;SAMTRONIC;HCPE-0608;;31333Q/00;UTI NEONATAL;15/07/2020 10:07;06/08/2020 09:35;REPARO / AJUSTE;ALLIANCE;0,00
202002534;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0862;;64257M/00;6° SUL;20/07/2020 09:00;05/08/2020 13:00;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002567;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0176;;64270M/00;CENTRAL DE EQUIPAMENTOS;21/07/2020 14:33;06/08/2020 13:40;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002568;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0445;;45200M/00;CENTRAL DE EQUIPAMENTOS;21/07/2020 14:36;09/09/2020 14:50;AJUSTE/ REPARO - PLACA ELETRÔNICA;ALLIANCE MEDINFUSION LTDA, ALLIANCE MEDINFUSION LTDA;0,00
202002571;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0430;;64307M/00;CENTRAL DE EQUIPAMENTOS;22/07/2020 08:53;28/08/2020 16:26;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002580;SERRA ÓSSEA PNEUMÁTICA;MA-8000;MACOM;HCPE-1838;;S087;BLOCO CIRÚRGICO;21/07/2020 13:04;14/08/2020 16:20;SUBSTITUIÇÃO DE PEÇA;MACOM INSTRUMENTAL CIRÚRGICO COM. E IND. LTDA;0,00
202002581;ENDOSCÓPIO FLEXÍVEL;FNL-10RP3;PENTAX;HCPE-2881;;G140461;BRONCOSCOPIA;21/07/2020 13:06;01/03/2021 10:15;SUBSTITUIÇÃO DE PEÇA;VIDEOMED;10.220,00
202002582;CAMPÍMETRO;HFA3 840;CARL ZEISS;HCPE-1109;756.094;840-11956;OFTALMOLOGIA;20/07/2020 13:00;21/10/2020 12:00;SUBSTITUIÇÃO DE PEÇA;CARL ZEISS;4.172,00
202002587;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;22/07/2020 15:50;30/07/2020 14:00;SUBSTITUIÇÃO DE PEÇA;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH, GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202002593;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1468;414.863;5631;RAIO-X (UDI);23/07/2020 11:19;27/07/2020 10:20;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202002603;SECADORA DE TRAQUÉIAS;CISA;CISA;HCPE-1979;;25171;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);22/07/2020 10:00;22/07/2020 14:30;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002604;DENSITÔMETRO;DISCOVERY;HOLOGIC;HCPE-1462;414.824;85914;DENSITOMETRIA (UDI);01/07/2020 08:00;26/08/2020 08:30;SUBSTITUIÇÃO DE PEÇA;IMEX MEDICAL COMERCIO E LOCAÇÃO LTDA;0,00
202002608;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0708;407.611;4SXAU371;HEMODIÁLISE;27/07/2020 08:33;25/08/2020 15:45;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202002609;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0715;407.610;4SXAU380;HEMODIÁLISE;27/07/2020 08:34;02/08/2020 08:00;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202002628;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0431;;45251M/00;CENTRAL DE EQUIPAMENTOS;28/07/2020 08:45;28/08/2020 16:27;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002631;CADEIRA PARA EXAME;CE 9000 G;GIGANTE;HCPE-2547;764.157;19349CEG;TRIAGEM OB. 1°A;28/07/2020 08:31;21/08/2020 09:30;SUBSTITUIÇÃO DE PEÇA;GIGANTE RECEM NASCIDO IND. COM. E REP. LTDA;0,00
202002641;DIGITALIZADORA DE IMAGENS;CR 85-X;AGFA;HCPE-1468;414.863;5631;RAIO-X (UDI);28/07/2020 14:00;30/07/2020 13:00;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;AGFA HEALTCARE BRASIL IMPORTAÇÃO E SEVIÇOS LTDA;0,00
202002645;SECADORA DE TRAQUÉIAS;CISA;CISA;HCPE-1979;;25171;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);29/07/2020 08:32;30/07/2020 11:10;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002648;ESTERILIZADORA A PERÓXIDO DE HIDROGÊNIO;STERRAD 100S;JOHNSON & JOHNSON;HCPE-0908;409.626;0101160282;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);28/07/2020 10:30;31/07/2020 18:45;SUBSTITUIÇÃO DE PEÇA;JOHNSON & JOHNSON;0,00
202002662;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);29/07/2020 09:30;03/08/2020 14:40;AJUSTE/ REPARO - PLACA ELETRÔNICA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002672;VENTILADOR PULMONAR BIPAP;STELLAR 150;RESMED;HCPE-2549;410.775;20142713080;CENTRAL DE EQUIPAMENTOS;20/07/2020 08:00;11/08/2020 08:00;SUBSTITUIÇÃO DE PEÇA;LUMIAR HEALTH BUILDERS EQUIP HOSPITALARES;2.111,50
202002757;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0966;;43980M/00;CENTRAL DE EQUIPAMENTOS;03/08/2020 09:04;09/09/2020 13:50;AJUSTE/ REPARO - PLACA ELETRÔNICA, TESTE DE FUNCIONAMENTO;ALLIANCE MEDINFUSION LTDA, ALLIANCE MEDINFUSION LTDA;0,00
202002767;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0454;;43969M/00;CENTRAL DE EQUIPAMENTOS;03/08/2020 15:06;28/08/2020 16:31;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002770;BOMBA DE INFUSÃO DE SERINGA;ST7000;SAMTRONIC;HCPE-0532;;31330Q/00;UTI NEONATAL;03/08/2020 15:34;28/08/2020 15:28;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002771;BOMBA DE INFUSÃO DE SERINGA;ST7000 TCI;SAMTRONIC;HCPE-0605;;31321Q/00;UTI NEONATAL;03/08/2020 15:33;09/09/2020 15:15;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;ALLIANCE MEDINFUSION LTDA, ALLIANCE MEDINFUSION LTDA;0,00
202002780;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/08/2020 11:34;04/08/2020 15:00;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002785;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0707;;4SXAU368;HEMODIÁLISE;05/08/2020 08:28;07/08/2020 15:50;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202002786;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0727;407.046;4SXAU381;HEMODIÁLISE;05/08/2020 08:31;07/08/2020 14:10;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202002806;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0424;;43975M/00;CENTRAL DE EQUIPAMENTOS;06/08/2020 09:24;01/09/2020 11:15;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002808;PEÇA DE MÃO ANGULADA;ANGULADA 1:1;VK DRILLER;HCPE-2808;;501.0292;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/08/2020 09:40;18/08/2020 16:55;LUBRIFICAÇÃO;VIRTUSMED;400,00
202002809;PEÇA DE MÃO RETA (ODONTOLÓGICA);RETA CURTA 1:1;VK DRILLER;HCPE-2809;;201.0042;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/08/2020 09:41;18/08/2020 16:54;REPARO / AJUSTE;VIRTUSMED;450,00
202002810;PEÇA DE MÃO RETA (ODONTOLÓGICA);RETA CURTA 1:1;VK DRILLER;HCPE-2810;;201.0036;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/08/2020 09:41;18/08/2020 16:54;REPARO / AJUSTE;VIRTUSMED;400,00
202002857;TOMOGRAFIA POR EMISSÃO DE PÓSITRONS PET/CT;DISCOVERY PET/CT;GE;HCPE-1344;417.828;PET14201PT8;PET SCAN;10/08/2020 16:26;18/08/2020 09:27;ORIENTAÇÃO;GE HEALTHCARE DO BRASIL COM. E SER. P/ EMH;0,00
202002869;INCUBADORA BIOLÓGICA;VERIFY;STERIS;HCPE-2785;;VS0410918074;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);04/08/2020 09:34;19/08/2020 10:40;ORIENTAÇÃO;ART CIRURGICA LTDA;0,00
202002872;BISTURI ELÉTRICO;SS 501 S;WEM EQUIPAMENTOS ELETRONICOS LTDA;HCPE-1356;407.968;03476;BLOCO CIRÚRGICO;01/08/2020 08:00;24/11/2020 12:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;SERVMED;1.580,00
202002891;BISTURI ELÉTRICO;FORCE FX;COVIDIEN;HCPE-1849;407.254;S1C01212AX;BLOCO CIRÚRGICO;12/08/2020 09:55;02/12/2020 08:57;AJUSTE/ REPARO - PLACA ELETRÔNICA;GIGAVIDA;2.650,00
202002894;REPROCESSADORA DE FILTRO DIALISADOR;QUALITY 1;SAUBERN;HCPE-2073;;SQ1-1870;HEMODIÁLISE;10/08/2020 10:34;18/08/2020 12:15;SUBSTITUIÇÃO DE PEÇA;SAUBENR;0,00
202002909;VIDEOGASTROSCÓPIO;GIF-XP150N;OLYMPUS;HCPE-1605;;2502432;ENDOSCOPIA;14/08/2020 13:00;29/09/2020 09:26;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC;3.400,00
202002911;ESTERILIZADORA A PERÓXIDO DE HIDROGÊNIO;STERRAD 100S;JOHNSON & JOHNSON;HCPE-0908;409.626;0101160282;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);17/08/2020 10:39;17/08/2020 17:00;REPARO / AJUSTE;JOHNSON & JOHNSON;0,00
202002922;SECADORA DE TRAQUÉIAS;CISA;CISA;HCPE-1979;;25171;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);17/08/2020 17:15;18/08/2020 14:40;ORIENTAÇÃO;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202002923;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0176;;64270M/00;CENTRAL DE EQUIPAMENTOS;18/08/2020 08:20;05/10/2020 09:00;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202002944;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0706;407.065;4SXAU372;HEMODIÁLISE;19/08/2020 11:00;20/08/2020 16:00;ORIENTAÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
202002949;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2275;761.100;CP0243;UTI NEONATAL;19/08/2020 11:21;22/02/2021 16:48;SUBSTITUIÇÃO DE PEÇA;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202002954;BOMBA DE INFUSÃO DE SERINGA;ST7000 TCI;SAMTRONIC;HCPE-0608;;31333Q/00;UTI NEONATAL;19/08/2020 11:25;05/10/2020 09:09;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202002956;CARDIOVERSOR;CARDIOMAX;INSTRAMED;HCPE-2375;761.671;052019CM12899;CIRURGIA AMBULATORIAL;19/08/2020 08:19;23/10/2020 08:40;SUBSTITUIÇÃO DE PEÇA;FR REPRESENTAÇÕES E COM. DE PRODUTOS MÉDICOS;0,00
202002963;EQUIPAMENTO DE HEMODIÁLISE;GENIUS 90;FRESENIUS MEDICAL CARE;HCPE-2424;;8GYA2826;HEMODIÁLISE;20/08/2020 09:33;01/10/2020 08:00;FALSA FALHA TESTES E VERIFICAÇÕES DEFEITO NÃO IDENTIFICADO;FRESENIUS MEDICAL CARE LTDA;0,00
202002973;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0448;;45295M/00;CENTRAL DE EQUIPAMENTOS;21/08/2020 08:57;19/10/2020 09:23;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202002974;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0680;;44003M/00;CENTRAL DE EQUIPAMENTOS;21/08/2020 08:57;05/10/2020 09:00;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202002975;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2818;;43994M/00;CENTRAL DE EQUIPAMENTOS;21/08/2020 10:07;05/10/2020 08:46;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202002976;ELETROENCEFALÓGRAFO;IBLUE 52;ICELERA TECNOLOGIA EM EQUIPAMENTOS MÉDICOS;HCPE-1798;405.624;VGI52150109;AMB. NEUROLOGIA;21/08/2020 07:20;20/10/2020 09:15;AJUSTE/ REPARO - FONTE;ICELERA TECNOLOGIA EM EQUIPAMENTOS MÉDICOS;980,00
202002977;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2599;771.621;JAQ078852;UTI NEONATAL;21/08/2020 08:30;25/09/2020 17:30;SUBSTITUIÇÃO DE PEÇA;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202002990;MONITOR MULTIPARAMÉTRICO;OMNI 612;OMNIMED;HCPE-0957;410.779;3062;SALA DE ESTABILIZAÇÃO;24/08/2020 07:02;10/01/2022 12:31;EMISSÃO DE PARECER DE INATIVAÇÃO;GIGAVIDA;0,00
202003003;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);24/08/2020 12:55;24/08/2020 16:35;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003005;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0712;407.072;4SXAU390;HEMODIÁLISE;25/08/2020 09:29;01/09/2020 07:30;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202003010;REPROCESSADORA DE FILTRO DIALISADOR;QUALITY 1;SAUBERN;HCPE-2073;;SQ1-1870;HEMODIÁLISE;26/08/2020 07:34;22/10/2020 16:00;SUBSTITUIÇÃO DE PEÇA;SAUBERN VIVAX-INDISTRIA E COMERCIO DE EQUIPAM;0,00
202003011;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2600;771.620;JAQ078853;UTI NEONATAL;26/08/2020 14:38;26/08/2020 17:30;ATUALIZAÇÃO/INSTALAÇÃO/CONFIGURAÇÃO DE SOFTWARE;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202003032;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0932;;64187M/00;CENTRAL DE EQUIPAMENTOS;28/08/2020 08:14;02/10/2020 14:58;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202003034;BOMBA DE INFUSÃO DE SERINGA;ST7000;SAMTRONIC;HCPE-0530;;31329Q/00;UTI NEONATAL;28/08/2020 11:57;05/10/2020 09:00;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202003042;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2599;771.621;JAQ078852;UTI NEONATAL;31/08/2020 09:54;31/08/2020 17:00;AJUSTE/ REPARO - PLACA ELETRÔNICA;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202003043;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2600;771.620;JAQ078853;UTI NEONATAL;31/08/2020 09:51;24/09/2020 13:40;SUBSTITUIÇÃO DE PEÇA;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202003060;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);31/08/2020 11:23;03/09/2020 15:00;REPARO / AJUSTE, SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA., SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003113;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0706;407.065;4SXAU372;HEMODIÁLISE;01/09/2020 15:26;03/09/2020 08:45;SUBSTITUIÇÃO DE PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202003115;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0702;;64355M/00;CENTRAL DE EQUIPAMENTOS;01/09/2020 16:29;19/10/2020 09:25;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003116;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-1591;;64234M/00;CENTRAL DE EQUIPAMENTOS;01/09/2020 16:32;19/10/2020 09:24;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003130;VIDEOGASTROSCÓPIO;GIF-Q150;OLYMPUS;HCPE-1684;;2519860;ENDOSCOPIA;21/08/2020 11:16;15/04/2021 15:30;AJUSTE/ REPARO - ESTRUTURA FÍSICA;ASSISTEC;4.665,36
202003147;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);03/09/2020 07:54;03/09/2020 23:30;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003157;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0685;;44000M/00;CENTRAL DE EQUIPAMENTOS;03/09/2020 15:20;19/10/2020 09:22;REPARO / AJUSTE;ALLIANCE MEDINFUSION LTDA;0,00
202003196;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0708;407.611;4SXAU371;HEMODIÁLISE;09/09/2020 08:13;11/09/2020 07:15;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202003199;INSUFLADOR DE CO2 PARA HISTERO-LAPAROSCOPIA;TERMOFLATOR (26432020);KARL STORZ;HCPE-1373;407.933;WV18640;BLOCO CIRÚRGICO;08/09/2020 15:24;07/10/2020 12:30;REPARO / AJUSTE;H.STATTNER & CIA LTDA;2.809,79
202003227;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0433;;45278M/00;CENTRAL DE EQUIPAMENTOS;11/09/2020 13:00;28/10/2020 17:07;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003234;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-2723;;67318M/00;CENTRAL DE EQUIPAMENTOS;14/09/2020 08:00;28/10/2020 10:42;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003255;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0729;407.613;4SXAU370;HEMODIÁLISE;14/09/2020 16:39;16/09/2020 08:00;REPARO / AJUSTE;FRESENIUS MEDICAL CARE LTDA;0,00
202003267;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);16/09/2020 09:00;21/09/2020 11:30;AJUSTE/ REPARO - PLACA ELETRÔNICA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003293;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0033;;45305M/00;CENTRAL DE EQUIPAMENTOS;17/09/2020 15:39;28/10/2020 17:08;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003300;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0709;410.407;4SXAU384;HEMODIÁLISE;18/09/2020 11:26;21/09/2020 07:30;REPARO / AJUSTE;FRESENIUS MEDICAL CARE LTDA;0,00
202003301;EQUIPAMENTO DE HEMODIÁLISE;4008 S;FRESENIUS MEDICAL CARE;HCPE-0729;407.613;4SXAU370;HEMODIÁLISE;18/09/2020 11:30;04/12/2020 08:00;ANÁLISE - REALIZAÇÃO;FRESENIUS MEDICAL CARE LTDA;0,00
202003319;TERMODESINFECTADORA;155;CISA;HCPE-0906;409.645;25176;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);22/09/2020 09:30;22/09/2020 14:30;SUBSTITUIÇÃO DE PEÇA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003326;VENTILADOR PULMONAR;SERVO-AIR;MAQUET;HCPE-1756;759.986;12121;UTI GERAL / URCC;23/09/2020 08:45;07/10/2021 08:05;EMISSÃO DE PARECER DE INATIVAÇÃO;RESMEDICAL EQUIPAMENTOS HOSPITALARES LTDA;0,00
202003329;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);22/09/2020 10:20;23/09/2020 10:20;AJUSTE/ REPARO - PLACA ELETRÔNICA;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003340;ÓPTICA PARA HISTEROSCOPIA;26120 BA;KARL STORZ;HCPE-2844;;1201MX;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);18/09/2020 11:22;30/03/2021 08:35;REPARO / AJUSTE;TECHMED - EQUIPAMENTOS MEDICOS HOSPITALAR;3.700,00
202003341;MONITOR MULTIPARAMÉTRICO;DX-2010;DIXTAL;HCPE-0696;410.795;030W05407;UTI GERAL / URCC;23/09/2020 15:30;19/04/2022 08:00;EMISSÃO DE PARECER DE INATIVAÇÃO;GIGAVIDA;0,00
202003345;AUTOCLAVE HORIZONTAL;6410/H/2P/E/TS/SO;CISA;HCPE-0905;409.647;16604;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);24/09/2020 08:35;24/09/2020 18:00;REPARO / AJUSTE;SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003367;EQUIPAMENTO DE HEMODIÁLISE;GENIUS 90;FRESENIUS MEDICAL CARE;HCPE-2423;;8GYA2824;HEMODIÁLISE;25/09/2020 08:41;01/10/2020 07:00;AJUSTE DE POSICIONAMENTO PARTE/ PEÇA;FRESENIUS MEDICAL CARE LTDA;0,00
202003368;MAMÓGRAFO;GRAPH-MAMMO AF;VMI;HCPE-1507;760.707;P8504103001;RAIO-X (UDI);24/09/2020 13:52;29/01/2024 17:00;EMISSÃO DE PARECER DE INATIVAÇÃO;SERV IMAGEM NORDESTE ASSISTENCIA TECNICA LTDA, SUPPORTCARE TECNOLOGIA HOSPITALAR LTDA.;0,00
202003369;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0456;;45286M/00;CENTRAL DE EQUIPAMENTOS;25/09/2020 15:27;01/02/2021 13:52;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA, ALLIANCE MEDINFUSION LTDA, ALLIANCE MEDINFUSION LTDA;0,00
202003376;INCUBADORA HÍBRIDA;DUETTO 2386;FANEM;HCPE-2276;761.256;CP0242;UTI NEONATAL;28/09/2020 11:02;16/11/2020 16:47;SUBSTITUIÇÃO DE PEÇA;MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;0,00
202003378;TERMOSELADORA;RSR-2000;RON MICROMECÂNICA;HCPE-2341;;8301;UNIDADE DE PROCESSAMENTO DE MATERIAL ESTERILIZADO (CME);24/09/2020 08:41;25/09/2020 09:00;SUBSTITUIÇÃO DE PEÇA;DISMAP;0,00
202003383;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0074;;64203M/00;CIRURGIA AMBULATORIAL;29/09/2020 08:58;06/11/2020 09:40;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
202003384;BOMBA DE INFUSÃO VOLUMÉTRICA;ST 1000;SAMTRONIC;HCPE-0450;;45253M/00;CENTRAL DE EQUIPAMENTOS;29/09/2020 08:59;06/11/2020 10:10;CALIBRAÇÃO - REALIZAÇÃO;ALLIANCE MEDINFUSION LTDA;0,00
