Identificador;Tipo Equipamento;Modelo;Marca;Localização;Criticidade;Data de Aquisição;Status;Valor (R$);Custo total externo;Peso
nan;FOCO CIRURGICO;LUCEA-100 50;MAQUET;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-05-23;Em uso;46000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;13-L-4;SIEMENS;ECOCARDIOGRAFIA;2.0;2023-02-08;Em uso;15000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;5-C-1;SIEMENS;ECOCARDIOGRAFIA;2.0;2023-02-08;Em uso;20000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;IC-5 9-D;GE HEALTHCARE;ULTRASSOM;2.0;2018-02-28;Em uso;15000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;5-P-1;SIEMENS;ECOCARDIOGRAFIA;2.0;2023-02-08;Em uso;15000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;C-1 5-RS;GE HEALTHCARE;MEDICINA FETAL;2.0;2021-08-09;Em uso;20000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;ML-6 15-RS;GE HEALTHCARE;MEDICINA FETAL;2.0;2021-08-09;Em uso;15000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;RIC-5 9-A RS;GE HEALTHCARE;MEDICINA FETAL;2.0;2021-08-09;Em uso;15000.0;301460.0;0.3525754323344625
nan;ESTIMULADOR ELETRICO N P ANALGESIA TRANSCUTANEO;NEURODYN II;IBRAMED;AMBULATÓRIO DE FISIOTERAPIA;2.0;2017-09-29;Em uso;1999.99;301460.0;0.3525754323344625
nan;TRANSDUTOR US;4-C RS;GE HEALTHCARE;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-12-26;Em uso;10000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;L-6 12-RS-5459829;GE HEALTHCARE;ULTRASSOM;2.0;2021-10-29;Em uso;15000.0;301460.0;0.3525754323344625
nan;LARINGOSCOPIO RIGIDO;MR CONDITIONAL;SCOPE MEDICAL;RESSONANCIA MAGNÉTICA;2.0;2025-03-25;Em uso;14971.7;301460.0;0.3525754323344625
nan;TRANSDUTOR US;C-1 5-D;GE HEALTHCARE;ULTRASSOM;2.0;2025-03-06;Em uso;23411.25;301460.0;0.3525754323344625
nan;TRANSDUTOR US;C-1 5-D;GE HEALTHCARE;ULTRASSOM;2.0;2025-03-06;Em uso;23411.25;301460.0;0.3525754323344625
nan;TRANSDUTOR US;9-L D;GE HEALTHCARE;ULTRASSOM;2.0;2018-02-28;Em uso;15000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;12-L RS;GE HEALTHCARE;UTI ADULTO- 5º ANDAR;2.0;2017-12-26;Em uso;10000.0;301460.0;0.3525754323344625
nan;TRANSDUTOR US;E-8-C RS;GE HEALTHCARE;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2017-12-26;Em uso;10000.0;301460.0;0.3525754323344625
HCPE-1901,760.292;RAIO-X MOVEL;MOBILEART EVOLUTION;SHIMADZU;UTI ADULTO- 5º ANDAR;2.0;2018-06-14;Em uso;192000.0;154200.0;0.34317587186572274
HCPE-1417,410.343;INSUFLADOR LAPAROSCOPIA;THERMOFLATOR-264320 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-03-01;Em uso;15000.0;141878.85;0.3423894166540603
HCPE-1122,412.150;ULTRASSOM;LOGIQ S-7-EXPERT;GE HEALTHCARE;UNIDADE DE DIAGNÓSTICO POR IMAGEM;2.0;2017-07-01;Em uso;164990.0;99787.92;0.3397027655490726
HCPE-1733,758.871;ULTRASSOM PORTATIL;LOGIQ E;GE HEALTHCARE;TOMOGRAFIA;2.0;2017-12-26;Em uso;75000.0;86000.0;0.3388226868598281
HCPE-2843;VENTILOMETRO;MK8;NSPIRE;UTI ADULTO- 5º ANDAR;2.0;2017-10-02;Em uso;15979.97;57500.0;0.33700354063302457
HCPE-1945,6369/2012;WORKSTATION;NX MIXED;AGFA;RAIO-X;2.0;2018-06-28;Em uso;1.0;21000.0;0.33467375686887274
HCPE-1837;PERFURADOR;MA-9000;MACOM;BLOCO CIRÚRGICO;2.0;2018-05-15;Em uso;0.0;9246.16;0.33392351287987443
HCPE-1917,407.918;PROCESSADORA VIDEO ENDOSCOPIA;IMAGE-1-HUB-222010 20;KARL STORZ;BLOCO CIRÚRGICO;2.0;2018-06-14;Em uso;50000.0;8425.0;0.3338710984898533
HCPE-1212,407.273;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;AMB. DE DERMATOLOGIA;2.0;2017-03-08;Em uso;28450.0;7473.86;0.3338103875164441
HCPE-2853;SERRA CIRURGICA OSSEA PNEUMATICA RECIPROCANTE ESTERNO;MA-8000;MACOM;UNIDADE DE PROCESSAMENTO DE MATERIAIS ESTERILIZAÇÃO;2.0;2020-01-01;Em uso;40000.0;6540.0;0.3337507795201156
HCPE-2564;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;UTI GERAL;2.0;2020-01-22;Em uso;1.0;6000.0;0.33371631148634456
HCPE-1868;FIBROSCOPIO INTUBACAO;11301-AA-1;KARL STORZ;ENDOSCOPIA;2.0;2018-05-24;Em uso;0.0;5980.0;0.3337150348925012
HCPE-3322,769.398;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;UTI NEONATAL;2.0;2022-10-14;Em uso;21600.0;4348.99;0.3336109280262774
HCPE-2288,760.100;FOCO CIRURGICO;VOLISTA ACESS-400;MAQUET;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2018-04-17;Em uso;53000.0;2522.95;0.3334943724551899
HCPE-1899,759.966;FOCO CIRURGICO;VOLISTA ACESS-400;MAQUET;BLOCO CIRÚRGICO;2.0;2018-08-02;Em uso;53000.0;2522.95;0.3334943724551899
HCPE-1548,760.755;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;8° SUL (DIP / COVID);2.0;2017-09-22;Em uso;8000.0;2417.0;0.3334876096993047
HCPE-1838;SERRA CIRURGICA OSSEA PNEUMATICA RECIPROCANTE ESTERNO;MA-8000;MACOM;BLOCO CIRÚRGICO;2.0;2018-05-15;Em uso;0.0;1600.0;0.333435460840803
HCPE-3055;ESTEIRA ERGOMETRICA;SUPER ATL;INBRAMED;MEDICINA NUCLEAR;2.0;2022-01-03;Em uso;53100.0;1585.0;0.33343450339542047
HCPE-1389,410.317;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;CENTRO OBSTÉTRICO;2.0;2018-02-28;Em uso;0.0;397.0;0.3333586737211242
HCPE-0148,405.802;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;10º NORTE;2.0;2017-08-02;Em uso;470.0;18.9;0.3333345397145153
HCPE-1224,406.056;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;TRIAGEM OBSTÉTRICA;2.0;2017-08-02;Em uso;470.0;18.9;0.3333345397145153
HCPE-0385,406.031;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;10º SUL;2.0;2017-08-02;Em uso;470.0;18.9;0.3333345397145153
HCPE-0284,406.045;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;TRIAGEM OBSTÉTRICA;2.0;2017-08-02;Em uso;470.0;18.9;0.3333345397145153
HCPE-0324,406.041;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;9º SUL;2.0;2017-08-02;Em uso;470.0;18.9;0.3333345397145153
HCPE-2186,405.801;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;CENTRAL DE EQUIPAMENTOS;2.0;2017-08-02;Em uso;470.0;18.0;0.33333448226779233
HCPE-0181,406.086;ESFIGMOMANOMETRO ANEROIDE;156-H;MIKATOS;10º SUL;2.0;2017-08-02;Em uso;470.0;15.84;0.3333343443956573
HCPE-3327,0008122506;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;NÃO LOCALIZADO;2.0;2022-08-18;Em uso;21600.0;0.0;0.3333333333333333
HCPE-0635,407.101;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;UTI GERAL;2.0;2017-09-22;Em uso;23000.0;0.0;0.3333333333333333
HCPE-1938,407225;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;ESTABILIZAÇÃO;2.0;2018-06-18;Em uso;1.0;0.0;0.3333333333333333
HCPE-3808;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;CENTRO OBSTÉTRICO;2.0;2025-04-24;Em uso;24454.0;0.0;0.3333333333333333
HCPE-3845;TRANSDUTOR US;4-C RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-0655,409.275;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;CENTRAL DE EQUIPAMENTOS;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-2142,410.788;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CENTRAL DE EQUIPAMENTOS;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-3314,769.394;MONITOR MULTIPARAMETRICO;EFFICIA CM-100;PHILIPS;NÃO LOCALIZADO;2.0;2022-10-14;Em uso;21600.0;0.0;0.3333333333333333
HCPE-1582,410.331;MONITOR MULTIPARAMETRICO;VITA-400-A;ALFAMED;NÃO LOCALIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-0413,407.106;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;CENTRAL DE MATERIAIS;2.0;2018-02-23;Em uso;0.0;0.0;0.3333333333333333
HCPE-3848;TRANSDUTOR US;3-SC RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3807;MONITOR MULTIPARAMETRICO;C-150;PRO LIFE;CENTRO OBSTÉTRICO;2.0;2025-04-24;Em uso;24454.0;0.0;0.3333333333333333
HCPE-3660,8125162;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;10º NORTE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-3661,8125163;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;10º SUL;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-0656,407.104;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;11º NORTE;2.0;2016-01-01;Em uso;12000.0;0.0;0.3333333333333333
HCPE-0658,409.298;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;11 SUL;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3666,8125168;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;7º SUL;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-0647,407.113;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;7 SUL;2.0;2018-12-02;Em uso;0.0;0.0;0.3333333333333333
HCPE-0618,409.263;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;8º NORTE;2.0;2016-01-01;Em uso;12000.0;0.0;0.3333333333333333
HCPE-0667,409.264;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;8º SUL;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-3664,8125166;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;8º SUL;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-0651,409.267;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;ENDOSCOPIA;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-2585;MONITOR MULTIPARAMETRICO;UMEC-12;MINDRAY;ESTABILIZAÇÃO;2.0;2020-02-06;Em uso;3506.02;0.0;0.3333333333333333
HCPE-3349,;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-3344,;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UTI ADULTO- 5º ANDAR;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-3345;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UTI ADULTO- 5º ANDAR;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-3346;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UTI ADULTO- 5º ANDAR;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-3849;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3737;MONITOR MULTIPARAMETRICO;C-120;PRO LIFE;CENTRO OBSTÉTRICO;2.0;2025-04-15;Em uso;97816.0;0.0;0.3333333333333333
HCPE-2144,413.779;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;CENTRO OBSTÉTRICO;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-1846;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;CENTRO OBSTÉTRICO;2.0;2018-05-16;Em uso;0.0;0.0;0.3333333333333333
HCPE-1099,757.886;MONITOR MULTIPARAMETRICO;OMNI-612;OMNIMED;CENTRO OBSTÉTRICO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-0633,407.131;MONITOR MULTIPARAMETRICO;VITA-600;ALFAMED;CENTRO OBSTÉTRICO;2.0;2018-02-26;Em uso;0.0;0.0;0.3333333333333333
HCPE-3667,8125169;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;PEDIATRIA;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-3665,8125167;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;7º NORTE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-3347,;SIS COMPRESSAO VASCULAR;FLOWTRON ACS-900;ARJOHUNTLEIGH;UTI ADULTO- 5º ANDAR;2.0;2022-10-05;Em uso;5500.0;0.0;0.3333333333333333
HCPE-1550,;MONITOR MULTIPARAMETRICO;VITA-400-E;ALFAMED;TRIAGEM OBSTETRÍCIA;2.0;2017-09-22;Em uso;8000.0;0.0;0.3333333333333333
HCPE-3844;TRANSDUTOR US;4-C RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3842;TRANSDUTOR US;L-6 12-RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3841;TRANSDUTOR US;6-S RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3728;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3727;TRANSDUTOR US;3-SC RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3726;TRANSDUTOR US;L-6 12-RS-5459829;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3725;TRANSDUTOR US;4-CRS-5125386;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-1704,;MONITOR MULTIPARAMETRICO;MU-671-RK;NIHON KOHDEN;TRIAGEM OBSTETRÍCIA;2.0;2017-03-08;Em uso;28450.0;0.0;0.3333333333333333
HCPE-3608;MEDIDOR PRESSAO VIAS AEREAS;UNIVERSAL;JG MORIYA;UTI NEONATAL;2.0;2024-02-28;Em uso;2000.0;0.0;0.3333333333333333
HCPE-3646;MEDIDOR PRESSAO VIAS AEREAS;UNIVERSAL;JG MORIYA;UTI NEONATAL;2.0;2024-03-04;Em uso;2000.0;0.0;0.3333333333333333
HCPE-3647;MEDIDOR PRESSAO VIAS AEREAS;UNIVERSAL;JG MORIYA;UTI NEONATAL;2.0;2024-03-04;Em uso;2000.0;0.0;0.3333333333333333
HCPE-1861,408.238;MESA CIRURGICA;MI-3001-E;MERCEDES IMEC;CENTRO OBSTÉTRICO;2.0;2018-05-22;Em uso;0.0;0.0;0.3333333333333333
HCPE-3611;MESA CIRURGICA;HYBASE-6100;MINDRAY;CENTRO OBSTÉTRICO;2.0;2023-12-29;Em uso;108916.67;0.0;0.3333333333333333
HCPE-3770;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3771;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3773;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3774;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3775;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3776;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3777;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3778;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-1345;MONITOR ECG;7800;IVY;PET SCAN;2.0;2018-02-28;Em uso;1.0;0.0;0.3333333333333333
HCPE-3780;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3781;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3782;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3784;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3785;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3786;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3787;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3753;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3755;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3756;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3757;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3758;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3759;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3779;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3850;TRANSDUTOR US;E-8-CS RS;GE HEALTHCARE;ENGENHARIA CLÍNICA;2.0;2025-08-08;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3718;TRANSDUTOR US;4-CRS-5125386;GE HEALTHCARE;UTI ADULTO;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
HCPE-3719;TRANSDUTOR US;L-6 12-RS-5459829;GE HEALTHCARE;UTI ADULTO;2.0;2025-04-03;Em uso;226500.0;0.0;0.3333333333333333
COM-MMCAPELLARO-02;MICROMOTOR;INTRA;MICRODENT;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2025-01-09;Em uso;5.6;0.0;0.3333333333333333
HCPE-1156,2017000455;MONITOR AMBIENTE RADIACAO IONIZANTE;MIR-7028;MRA;PET SCAN;2.0;2018-02-28;Em uso;1.0;0.0;0.3333333333333333
HCPE-1888,756.231,2017000456;MONITOR AMBIENTE RADIACAO IONIZANTE;MIR-7028;MRA;PET SCAN;2.0;2018-06-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-1889,756.182,2017007499;MONITOR AMBIENTE RADIACAO IONIZANTE;MIR-7028;MRA;PET SCAN;2.0;2018-06-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-1890,413.167,2017007500;MONITOR AMBIENTE RADIACAO IONIZANTE;MIR-7028;MRA;PET SCAN;2.0;2018-06-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3341,768.561;MONITOR AR-GAS COMPRIMIDO;NOX-1000-S;JG MORIYA;UTI NEONATAL;2.0;2022-08-16;Em uso;57900.0;0.0;0.3333333333333333
HCPE-2502,;MONITOR DEBITO CARDIACO;EV-1000;EDWARDS;UTI ADULTO- 5º ANDAR;2.0;2019-04-12;Em uso;50000.0;0.0;0.3333333333333333
HCPE-1089,411.018,1415-2002;MONITOR ECG;R WAVE TRIGGER;GE HEALTHCARE;MEDICINA NUCLEAR;2.0;2018-02-28;Em uso;1.0;0.0;0.3333333333333333
HCPE-3663,8125165;MONITOR MULTIPARAMETRICO;M-100-T;PRO LIFE;8º NORTE;2.0;2024-08-13;Em uso;67200.0;0.0;0.3333333333333333
HCPE-1810,760.084;MONITOR FISIOLOGICO MODULAR-CONFIGURADO;EXPRESSION MR-400;PHILIPS;UNIDADE DE DIAGNÓSTICO POR IMAGEM;2.0;2018-05-02;Em uso;215706.68;0.0;0.3333333333333333
HCPE-2312;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;7663 02 0 00;INCOTERM;TOMOGRAFIA;2.0;2019-04-11;Em uso;1.0;0.0;0.3333333333333333
HCPE-3609;MESA CIRURGICA;HYBASE-6100;MINDRAY;BLOCO CIRÚRGICO;2.0;2023-12-29;Em uso;108916.67;0.0;0.3333333333333333
HCPE-3610;MESA CIRURGICA;HYBASE-6100;MINDRAY;BLOCO CIRÚRGICO;2.0;2023-12-29;Em uso;108916.67;0.0;0.3333333333333333
HCPE-0108,;MESA CIRURGICA;ALPHACLASSIC PRO-1118;MAQUET;CIRURGIA AMBULATORIAL;2.0;2018-01-16;Em uso;130000.0;0.0;0.3333333333333333
HCPE-1387,759.694;MESA CIRURGICA;ALPHACLASSIC PRO-1118;MAQUET;UNIDADE DE BLOCOS CIRÚRGICOS;2.0;2018-01-16;Em uso;130000.0;0.0;0.3333333333333333
HCPE-2975,760.796;MICROMOTOR;LBC-300;BELTEC;UNIDADE DE BLOCOS CIRÚRGICOS E MATERIAL ESTERILIZADO;2.0;2018-01-01;Em uso;1.0;0.0;0.3333333333333333
HCPE-3788;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3789;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3790;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3791;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3793;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;ENGENHARIA CLÍNICA;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3792;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;6° SUL (PEDIATRIA);2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3783;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;CENTRO OBSTÉTRICO;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3772;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;8 NORTE;2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
HCPE-3754;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CBHT-2;CENTRAL BRASIL INSTRUMENTOS;NEFROLOGIA (5 ANDAR);2.0;2025-05-05;Em uso;44.5;0.0;0.3333333333333333
